step,t_obs,t_cmd,dt,pos_shoulder_pan,pos_shoulder_lift,pos_elbow_flex,pos_wrist_flex,pos_wrist_roll,pos_gripper,cmd_shoulder_pan,cmd_shoulder_lift,cmd_elbow_flex,cmd_wrist_flex,cmd_wrist_roll,cmd_gripper,sent_shoulder_pan,sent_shoulder_lift,sent_elbow_flex,sent_wrist_flex,sent_wrist_roll,sent_gripper,velraw_shoulder_pan,velraw_shoulder_lift,velraw_elbow_flex,velraw_wrist_flex,velraw_wrist_roll,velraw_gripper,chunk_start
0,1786977747.3697,1786977747.7173,2.04086,-0.5275,-106.4176,96.0879,77.7143,-83.9121,1.6534,-0.9786,-104.1032,93.3227,78.5652,-85.6419,1.3104,-0.9786,-104.1032,93.3227,78.5652,-85.6419,1.3104,0,0,0,0,0,0,1
1,1786977747.7184,1786977747.7235,0.34873,-0.5275,-106.4176,96.0879,77.7143,-83.9121,1.6534,-0.9423,-103.7687,94.2307,78.9104,-85.4431,1.0802,-0.9423,-103.7687,94.2307,78.9104,-85.4431,1.0802,0,0,0,0,0,0,1
2,1786977747.7518,1786977747.7566,0.03333,-0.5275,-106.4176,96.0879,77.7143,-83.9121,1.6534,-0.6271,-103.7554,92.6028,79.3911,-85.3185,1.1253,-0.6271,-103.7554,92.6028,79.3911,-85.3185,1.1253,0,0,0,0,0,0,0
3,1786977747.7852,1786977747.7895,0.03341,-0.6154,-106.1538,95.5604,78.2418,-84.5275,1.6534,-1.0950,-102.8578,92.7588,79.4756,-86.8698,1.0656,-1.0950,-102.8578,92.7588,79.4756,-86.8698,1.0656,0,100,-100,200,-150,0,0
4,1786977747.8185,1786977747.8228,0.03337,-0.6154,-105.4505,94.7692,78.7692,-84.8791,1.5873,-0.9499,-102.9466,91.9868,78.1225,-88.0203,1.0124,-0.9499,-102.9466,91.9868,78.1225,-88.0203,1.0124,0,200,-250,200,-150,-50,0
5,1786977747.852,1786977747.8565,0.03347,-0.7033,-104.6593,94.6813,78.9451,-85.5824,1.5873,-1.4404,-103.9671,91.7738,79.1598,-89.4302,0.9964,-1.4404,-103.9671,91.7738,79.1598,-89.4302,0.9964,-50,250,0,100,-250,0,0
6,1786977747.8854,1786977747.8896,0.03335,-0.7912,-104.1319,94.5055,78.5934,-86.7253,1.5873,-1.6124,-104.0492,92.3019,78.5313,-90.6822,1.0444,-1.6124,-104.0492,92.3019,78.5313,-90.6822,1.0444,0,200,-50,-100,-400,0,0
7,1786977747.9188,1786977747.9236,0.0334,-0.8791,-104.0440,94.2418,78.5934,-87.8681,1.5873,-1.5894,-102.8184,91.1752,78.4297,-90.2160,1.1046,-1.5894,-102.8184,91.1752,78.4297,-90.2160,1.1046,0,100,-100,-100,-350,0,0
8,1786977747.9522,1786977747.9563,0.0334,-1.1429,-104.3077,94.2418,78.6813,-89.0110,1.5873,-2.2777,-104.5870,92.4193,78.8449,-91.5554,1.1342,-2.2777,-104.5870,92.4193,78.8449,-91.5554,1.1342,-100,0,0,50,-400,0,0
9,1786977747.9857,1786977747.9912,0.03358,-1.3187,-103.9560,93.9780,78.6813,-89.2747,1.5873,-2.0041,-103.1830,91.8946,77.9880,-92.4322,1.1832,-2.0041,-103.1830,91.8946,77.9880,-92.4322,1.1832,-50,150,-50,0,-50,0,0
